ID,Start time,Completion time,Email,Name,Your name  (FirstName LastName),Your student ID,Your workshop class,"If you prefer to be in a team with particular students, list their student IDs separated by commas (max. 6 student IDs):",What project option do you prefer?,What technologies/languages would you prefer to use in project?,Timezone in which the team should preferably work,Preferred week days for team work?,Preferred day/night times for team-work
370,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
371,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
372,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
373,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
374,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
375,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
376,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
377,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
378,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
379,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
380,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
381,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
382,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
383,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
384,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
385,9/12/2022 16:11,9/12/2022 16:47,s6543210@student.rmit.edu.au,Sky Blue,Sky Blue,s6543210,WRK01/02,,Web-app;,Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
386,9/13/22 12:17,9/13/22 12:20,s5432109@student.rmit.edu.au,Red Foo,Red Foo,s5432109,WRK01/02,s6736251,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
387,9/13/22 12:30,9/13/22 12:32,s4321098@student.rmit.edu.au,Magdi Apple,Magdi Apple,s4321098,WRK01/02,,Android-app;,Java;Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
388,9/13/22 12:42,9/13/22 12:45,s3210987@student.rmit.edu.au,Sharon Henry,Sharon Henry,s3210987,WRK01/02,,Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
389,9/13/22 13:15,9/13/22 13:20,s2109876@student.rmit.edu.au,Pippy Nother,Pippy Nother,s2109876,WRK01/02,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
390,9/13/22 14:10,9/13/22 14:12,s6736251@student.rmit.edu.au,Joel Quebek,Joel Quebek,s6736251,WRK01/02,s9384928,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
391,9/11/2022 12:25,9/11/2022 12:26,s9685748@student.rmit.edu.au,Mary Silver,Mary Silver,s9685748,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
392,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
393,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
394,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
395,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
396,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
397,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
398,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
399,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
400,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
401,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
402,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
403,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
404,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
405,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
406,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
407,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
408,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
409,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
410,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
411,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
412,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
413,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
414,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
415,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
416,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
417,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
418,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
419,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
420,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
421,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
422,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
